company,position,q,a
㈜다우기술,신입 백엔드개발자,Q4. 본인이 지원한 직무에서 입사 후 어떠한 업무를 하고 싶은지 작성해 주세요. 보기,"""최고가 되기 위해서"" 현재 IT 산업은 이전에 비해 눈부시게 발전하고 있습니다. 다양한 분야에서 IT가 활용되고 있으며, 스마트폰 등의 보급에 따라 많은 사람들이 증권 앱이나 웹에 접근할 수 있게 되었습니다. 그렇기 때문에 이전보다 많은 사람이 접근할 수 있는 이 웹 사이트에, 과거보다 높은 사용성과 보안을 부여해야 할 것이라고 생각합니다. 대학생 때에, 전자공학도로서 이전에 스마트폰과 도어락을 연결하여 기존보다 편의성과 보안성을 향상시킨 기술을 고안하여 여러 학생들, 그리고 멘토와 함께 프로젝트를 진행했던 적이 있었습니다. 그때에 새로운 기술들을 적용하고 원래 있던 기술들을 더하여 이전보다 발전되고 편리한 방법을 찾아 나간다는 것이 얼마나 재미있고 보람 있는 일인지 느꼈습니다. 그리고 이 활동을 통해 저는 앞으로의 커리어에 대한 목표를 세울 수 있게 되었습니다. Web 개발자가 되어 빠르게 변화하는 디지털 시대에 맞추어 보안에 신경 쓰고, 성능이 부족하지 않도록 깊이 있게 생각하고 적용할 수 있는 사람이 되고 싶습니다. 이런 실력을 쌓기 위해 다우기술에서 인턴으로 근무하며 실력을 쌓고, 더욱 나아가서 최고의 Web Application 개발자가 되었으면 합니다. 다우 기술의 Web Application 개발자 직무에 도전하여, 더 많은 것을 배우며 함께 발전할 수 있도록 노력하겠습니다. 글자수 696 자 1,159 Byte"
(주)싸이버로지텍,신입 백엔드개발자,Q1. 자기소개서 자기 자신에 대해 자유롭게 기술해 주시기 바랍니다. 보기,"""끊임 없이 노력하며 나아가는 삶"" 제가 개발자가 되기로 결심한 뒤, 마음속에 항상 품고 있는 저의 신조입니다. 남들보다 늦은 대학교 3학년 때에 저는 제 진로를 결심할 수 있었습니다. 그때에 저는 웹과 앱 만들기에 관심이 있었고, 두 가지 모두에 쓰이는 java 언어를 공부하기로 마음먹었습니다. 이후로 프로젝트로 JSP로 웹을 만들고, kotlin을 통해 앱을 만들어 패션 추천 애플리케이션을 만들게 되었습니다. 이 과정에서, backend 개발자가 되려는 결정을 하였고, 이후로는 그와 관련된 수많은 공부를 하였습니다. 저보다 먼저 공부하고, 많은 것을 배워 둔 사람들과의 차이를 좁히기 위해 기초적인 언어를 알기 위해 java 알고리즘 풀이를 매일 진행하고 있으며, 여러 백엔드 실습을 하였습니다. 싸이버로지텍에서 제가 가진 역량을 통해 기여하고 함께 나아갈 수 있는 사람이 되겠습니다. 글자수 457 자 755 Byte"
(주)싸이버로지텍,신입 백엔드개발자,Q2. 지원 직무를 성공적으로 수행하기 위해 가장 중요하다고 생각하는 역량이 무엇인지 제시한 후 그 역량을 갖추기 위해 본인이 노력한 사례를 기술해 주시기 바랍니다. 보기,"""앞서, 소통하며"" 고등학생 때에 근처 취약계층 어린이에게 피아노를 가르쳐 주는 봉사활동을 했던 적이 있습니다. 음악을 제대로 배운 적이 없는 아이에게 한 가지의 곡을 완성시키는 것을 도와주는 것이었는데, 배우는 아이도 저도 어렸을 때였기 때문에 처음부터 쉽게 되지는 않았습니다. 저는 단순히 아이에게 음악을 가르쳐서 곡을 완성시키려고 했기 때문에 그 학생과의 소통을 중요시하지 않았고, 그 결과로 학생이 약속에 늦거나 오지 않는 일이 많았습니다. 그와 관련해 주변 어른들에게 상담하였더니, 그 아이와 비슷한 나이 때의 사람으로서, 그리고 공감을 해 줄 수 있는 선생으로서 도움을 주는 것이 선행되어야 한다는 것을 깨달을 수 있었습니다. 이후 봉사시간 이후로도 자주 만나며 관계를 쌓았고, 완성하고자 했던 곡을 다 가르칠 수 있었으며, 최근에도 연락을 계속하는 친구로 남을 수 있었습니다. 누군가와 함께할 때에 먼저 소통을 통해 서로 알아가는 것이 중요하다는 것을 깨닫게 되었습니다. 글자수 508 자 867 Byte"
(주)싸이버로지텍,신입 백엔드개발자,Q3. 지원자는 업무를 수행함에 있어 동료들과 협력적으로 수행하는 사람임을 가장 잘 보여주는 사례를 구체적으로 작성해 주시기 바랍니다. 보기,"""융합이란, IoT란"" 저는 백엔드 개발자임과 동시에 전자공학과의 학생으로서 기존의 것에 새로운 아이디어를 합쳐 더 발전된 것을 만들 수 있는 방법을 모색했습니다. 마침 대학교 4학년이 신청할 수 있는 OOO 프로젝트를 진행하였고, 제가 만든 아이디어를 바탕으로 저는 팀장이 되어 저를 포함한 4인의 학생과 1인의 현업 개발자를 모집하였습니다. 처음 프로젝트를 진행할 때에는 아직 아이디어가 구체화되지 않고, 서로의 생각이 정리되지 않아 진행에 어려움이 있었습니다. 이를 해결하기 위해 저희는 매주 1회 정기 세션으로 브레인스토밍과 에자일 회의를 진행하며 의견과 상황을 교환하였습니다. 이 결과, 저희는 서로의 상황을 잘 이해하고 도움을 주는 법을 알았고, 특허를 출원하는 등의 성과 외에도 새로운 아이디어를 생각해 내고, 이를 구현하기 위해 노력하는 방법을 배웠습니다. 저는 이 경험을 토대로 언제나 새로운 방법을 생각하고, 이를 구현할 수 있는 사람이 될 수 있었다 생각합니다. 글자수 507 자 858 Byte"
(주)아이마켓코리아,신입 백엔드개발자,"Q1. 취미, 특기 보기","피아노 연주와 농구를 좋아합니다. 어렸을 때부터 피아노를 연주하며 친구들과 버스킹을 하거나, 저소득층 아이에게 피아노를 가르쳐 주는 봉사를 하는 등 여러 활동을 했고 농구를 좋아하여 시 대회에 출전하는 등 많은 사람과 함께 어울리며 즐기고 있습니다. 글자수 142 자 245 Byte"
(주)아이마켓코리아,신입 백엔드개발자,Q2. 존경하는 인물과 이유 보기,"저는 피아노의 시인이라는 별명을 갖고 있는 프레드릭 쇼팽을 가장 존경합니다. 어렸을 때 우연히 쇼팽의 '빗방울 전주곡'이라는 곡을 듣고, 그때부터 쇼팽의 다른 곡들과 그의 일화를 찾아보게 되었습니다. 그리고 천재적인 작곡 실력을 가졌으며 그 재능을 오롯이 피아노 작곡에 쏟아붓고, 앞을 볼 수도 없는 어두운 장소에서 어려운 곡을 단 하나의 실수 없이 완주할 정도로 자신의 길을 나아가기 위해 끊임없는 노력을 진행해 온 쇼팽처럼 저도 최선의 노력을 다해 목표를 향해 나아갈 수 있는 사람이 되고자 합니다. 글자수 285 자 488 Byte"
(주)아이마켓코리아,신입 백엔드개발자,Q3. 지원 동기 및 회사에서 이루고 싶은 꿈을 기술하시오. 보기,"""최고가 되기 위해서"" 현재 IT 산업은 이전에 비해 눈부시게 발전하고 있습니다. 또, 하드웨어와 소프트웨어 기술을 융합하여 기존보다 발전된 생활을 누릴 수 있게 해 주고 있습니다. 저는 전자공학도로서 이전에 스마트폰과 도어락을 연결하여 기존보다 편의성과 보안성을 향상시킨 기술을 고안하여 여러 학생들, 그리고 멘토와 함께 프로젝트를 진행했던 적이 있었습니다. 그때에 새로운 기술들을 적용하고 원래 있던 기술들을 더하여 이전보다 발전되고 편리한 방법을 찾아 나간다는 것이 얼마나 재미있고 보람 있는 일인지 느꼈습니다. 그리고 이 활동을 통해 저는 앞으로의 커리어에 대한 목표를 세울 수 있게 되었습니다. 백엔드를 사용하며 구현한 API는 ICT와 APP 모든 곳에서 활용될 수 있는 것이었고, 그렇기 때문에 가장 기초적이고 중요한 분야라고 생각하였습니다. 그렇기에 저는 최고의 백엔드 개발자가 되어 효율적이고 효과적인 프로그램을 만들고 싶어졌습니다. 또한 이전까지 좁은 식견을 갖고 있던 저에게 다양한 개발법과 협업 방법을 알려 주었던 멘토님처럼, 아이마켓코리아에서 제가 알고 있는 것들을 다른 사람에게 공유하며 그들과 함께 더욱 발전해 나가고 싶습니다. 글자수 606 자 1,034 Byte"
(주)아이마켓코리아,신입 백엔드개발자,"Q4. 성장과정을 간략히 기술하되 현재 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시오. 보기","""앞서, 소통하며"" 저는 지금까지 친구들과 버스킹을 하거나, 농구 대회를 나가고, OOO을 통해 프로젝트를 하는 등 다양한 사람들과 많은 활동을 하였습니다. 그 중 고등학생 때에 근처 취약계층 어린이에게 피아노를 가르쳐 주는 봉사활동을 했던 적이 있습니다. 음악을 제대로 배운 적이 없는 아이에게 한 가지의 곡을 완성시키는 것을 도와주는 것이였는데, 배우는 아이도 저도 어렸을 때였기 때문에 처음부터 쉽게 되지는 않았습니다. 저는 단순히 아이에게 음악을 가르쳐서 곡을 완성시키려고 했기 때문에 그 학생과의 소통을 중요시하지 않았고, 그 결과로 학생이 약속에 늦거나 오지 않는 일이 많았습니다. 그와 관련해 주변 어른들에게 상담하였더니, 그 아이와 비슷한 나이 때의 사람으로서, 그리고 공감을 해 줄 수 있는 선생으로서 도움을 주는 것이 선행되어야 한다는 것을 깨달을 수 있었습니다. 이후 그 아이와 봉사시간 이후로도 자주 만나며 관계를 쌓았고, 완성하고자 했던 곡을 다 가르칠 수 있었으며, 최근에도 연락을 계속하는 좋은 친구로 남을 수 있었습니다. 이를 통해 저는 누군가와 함께할 때에 먼저 소통을 통해 서로 알아가는 것이 중요하다는 것을 깨닫게 되었습니다. 글자수 610 자 1,036 Byte"
(주)아이마켓코리아,신입 백엔드개발자,Q5. 최근 사회 이슈 중 중요하다고 생각되는 한 가지를 선택하여 이에 관한 자신의 견해를 기술하시오. 보기,"""멀지만 가깝게"" 코로나의 창궐 이후, 사람들의 삶은 이전과 많이 달라졌습니다. 사회적 거리 두기를 진행하며 만남도 적어지고, 사람들 간의 소통과 이야기도 따라서 줄어들었습니다. 그러나 오히려 반대로, 예전에 비해 여러 방식으로 함께 있기 위한 노력을 하고 있습니다. 줌이나 구글 미트와 같은 여러 플랫폼을 통해 원격으로 소통하거나, 짧은 시간 동안 함께 지내며 이전보다 밀도 있는 관계를 가질 수 있게 되었다고 생각합니다. 그리고 이런 관계에 이어, 삶의 방식 또한 전과 변화하게 되었습니다. 음식점을 가는 대신 배달 앱을 이용하거나 이전보다 온라인 쇼핑몰의 이용도 많아졌다고 합니다. 그렇기 때문에 저는 이전에 비해 쇼핑몰의 수요 또한 폭발적으로 늘었고, 발전 가능성 또한 늘고 있다고 생각합니다. 물론 아이마켓코리아의 경우 B2B 사업을 주력으로 진행하고 있지만 오히려 그렇기 때문에 국내 최고의 산업자재 유통서비스 기업으로서 앞으로 변화하는 산업에 맞추어 나아갈 수 있는 계기가 될 것이라 생각합니다. 위기는 또 다른 기회를 가지고 찾아오는 것이라 생각하기 때문에 코로나를 통해 변화하는 삶에 발맞추어 저 또한 적응하고 발전해 나가겠습니다. 글자수 605 자 1,030 Byte"
(주)아이마켓코리아,신입 백엔드개발자,"Q6. 희망 직무에 대해 본인이 이해한 내용을 서술하고, 본인이 해당 직무에 적합한 사유(전공능력, 경력 등)를 구체적으로 기술하시오. 보기","""All For One"" B2C 산업에서 중요한 것은 소비자에게 적절한 UI의 표출, 그리고 효율적인 데이터 처리를 통한 빠른 속도 제공입니다. 이를 위해 매일 진행 중인 알고리즘 풀이 외에도 기존에 공부했던 JSP에 대해 조금 더 파악하고, spring에 활용하기 전에 배우기 위해 IT OO 학원에 다니며 공부하였고, 여러 예제를 사용한 Spring 프로젝트를 진행했습니다. 백엔드 이외에도 front-end에 활용되는 javascript의 기능 활용을 더 잘 알기 위해, vanilla JS를 사용하여 조금씩 난이도를 높여가며 프로젝트를 진행 중입니다. 백엔드의 데이터 활용에 필수적인 DB 사용법을 알기 위해, OOOOOO라는 사이트에서 MySql을 사용하여 모든 문제를 해결하였고, OOOOOO에 재직하며 MS-Sql을, OOOOOOOOOOOO 회사에 재직하며 Oracle을 사용하였습니다. 현재는 스프링 부트를 사용하는 웹 페이지 제작법을 공부하고 있는데, 해당 프로젝트는 spring security를 이용한 보안 처리, JPA의 N+1문제 방지, 클린 코드 작성 등 제가 가진 지식을 최대한 활용하며 더디더라도 많은 것을 알 수 있도록 공부하고 있습니다. 글자수 613 자 942 Byte"
㈜카카오스타일,인턴 백엔드개발자,Q1. 자유양식 보기,"- **미래를 위한 도약** - **배움과 기초** 개발자가 되기로 결정한 뒤 저는 많은 공부를 한 뒤, 이에 관한 프로젝트를 시도했고 이를 통해 Spring boot에 관한 기본적인 지식을 쌓을 수 있었습니다. 제가 가장 좋아하는 Spring boot 관련 개발 공부 외에도, java를 통한 알고리즘 문제 풀이를 진행하고 있으며, 백엔드에 있어 필수적인 요소 중 하나인 DB 공부를 위해 이에 관한 문제 풀이와 기초 공부를 해 왔습니다. 또 front-end와의 통신을 파악하기 위해 javascript를 통한 몇 가지 프로젝트를 시도해 보며, 백엔드 개발자로서 가진 지식의 넓이를 키우기 위한 사전 준비를 해 보았습니다. - **확인, 그리고 적용** 다양한 공부를 통해 개발자로서의 기초를 다진 후, 제가 배운 것들을 확인해 보는 동시에 여러 문제를 경험하며 이를 해결해 보기 위해 개인 프로젝트를 진행하였습니다. Spring boot 환경에서 Spring data JPA와 H2 Database, spring security, 그리고 이를 보여주는 프론트 뷰를 구현하여 보았고, AWS 상에서 구동시켜 확인해 보았습니다. 개발의 시작부터 끝까지 혼자 진행해 보면서 다양한 문제를 실제로 접할 수 있었고, 이전에 배웠던 내용을 실제로 적용하거나 새로운 기술들 시도해 보면서 조금 더 개발에의 흥미를 가질 수 있었습니다. 또한 단순히 기능의 구현에 초점을 맞추어 개발하는 것보다는, 최선의 퍼포먼스와 깔끔한 코드 작성을 위해 계속해서 노력해야 한다는 사실을 알 수 있었습니다. - **발전을 위하여** 이전까지 개발자로서의 지식의 확장과 다양한 경험을 쌓아 올리는 데에 집중하였다면, 이후로는 깊이를 더해나가는 공부를 진행 중에 있습니다. 제가 가진 지식들이 맞는지 확인하고 더 많은 사람과 협업하여 발전할 수 있는 개발자가 되기 위해 `OOO OO기`에 함께하여 디자이너, FE 개발자, BE 개발자들과 함께 공통의 목표를 이루어 보았습니다. 현재는 OOO에서 고안한 아이디어를 토대로 새로운 프로젝트를 `GoLang`을 활용한 인프라와 Spring Boot 기반 백엔드를 통해 진행 중에 있습니다. 또한 단순한 기능 구현을 넘어, 기술에 관한 깊은 공부를 진행하고 있습니다. 예를 들어 이전에 캐싱을 위해 사용했던 [Redis]나 직접 사용하지 않고도 활용하였던 [GC], 인프라와의 통신 방법 등에 대해 활용을 넘어 이해를 위해 공부하고 이를 정리해 보았습니다. 언어에 종속되는 개발자가 아닌, 실무와 이론 모두에 재능을 갖춘 사람이 되기 위해 깊은 고민을 하는 중입니다. 항상 어제보다 나은, 더 발전할 수 있는 개발자가 되겠습니다. 글자수 1,427 자 2,240 Byte"
㈜카카오스타일,인턴 백엔드개발자,Q2. 자유양식 보기,"- **즐거움과 열정을 갖고 배울 수 있는 개발자** 대학생 때 자바를 접한 후 처음에는 취업을 위해 여러 활동을 해 보았습니다. 그러던 중 그동안 배운 내용들을 토대로 코드를 한 땀 한 땀 짜면서 프로젝트를 진행해 보았는데, 원하는 결과물을 하나씩 만들 수 있다는 것이 인상 깊었습니다. 이후로 강의를 듣거나 지식을 쌓은 후 다시 코드를 수정하면서 같은 결과여도 다른 방식이 있을 수 있고, 그 코드를 잘 만들어 내는 것의 중요성을 알았습니다. 그렇게 하나의 결과물을 만들기 위한 많은 길이 존재하며, 어떤 식으로 구현하는지에 따라 성능을 향상시킬 수 있다는 것을 알게 된 후 계속해서 이를 배워나가 최고의 실력을 갖고 싶다는 마음을 가지게 되었습니다. 그리고 운이 좋게도 이런 마음가짐을 갖게 되자, 개발 자체가 재미있어졌고 단순히 공부나 일이 아닌, 취미로서 즐길 수 있게 되었습니다. 좋아하는 것에 있어서 잘 하고 싶고, 완벽해지고 싶어 하는 성미이기에 개발에 취미를 갖게 된 이후 지금까지 끊임없이 노력할 수 있었습니다. 앞으로도 개발자로서 제가 가진 열정이라는 원동력을 놓치지 않고, 더욱 발전해 나가겠습니다. 글자수 582 자 987 Byte"
한국무역보험공사,신입 소프트웨어개발자,"Q1. 본인이 지원한 직무(채용분야)를 선택한 이유는 무엇이며, 해당 직무에 필요한 역량을 갖추기 위해 어떠한 준비를 하였는지 본인이 보유한 경력, 지식 또는 경험을 바탕으로 설명하고, 타 지원자와 차별되는 강점은 무엇인지 기술해 주십시오. 보기","사업 관리 시스템에서 설계를 개선해 국민 사용자는 물론 내부 직원들의 업무 편의까지 증진시켰을 때 보람을 느꼈습니다. 그리고 이 과정에서 요구사항 관리가 중요하다고 생각했습니다. 다양한 이해관계자의 요구사항이 있고, 정책을 준수하며 이를 만족시켜야 했기 때문입니다. 이를 위해 IT 지식을 쌓고 있고, 실무 경험을 쌓아 향후에는 정보기술사를 취득할 예정입니다. 여러 이해관계자의 요구사항을 조율해 시스템의 완전성을 높이고 사용자 편의를 증진하는 역할을 하고 싶습니다. 글자수 264 자 458 Byte"
한국무역보험공사,신입 소프트웨어개발자,"Q2. 본인이 살아오면서 가장 열정적 또는 헌신적으로 몰두했던 일(학업, 구직활동 제외)은 무엇이었는지 설명하고, 해당 경험이 입사 이후 업무 수행에 어떠한 도움이 될 수 있는지 기술해 주십시오. 보기","""업무 추진력의 바탕 : 세밀한 기획"" 인문학 교실을 기획하고 운영하는 프로그램 당시, 일정이 바뀌어 인턴십이 겹치고 하차 인원이 생겨 인력, 시간이 부족했고 이를 극복하기 위해 다음과 같이 행동했습니다. 첫째, 진행된 과제 상황을 파악하고 앞으로 해야 할 일과 사용 가능한 시간을 리스트로 만들었습니다. 그리고 우선순위에 따라 시간을 배분한 후 추가적으로 필요한 시간을 확인했습니다. 둘째, 불필요한 업무 프로세스를 개선해 부족한 시간을 확보했습니다. 반복되는 자료와 문서는 형상관리를 이용해 재사용할 수 있도록 했습니다. 셋째, 또 다른 일정 변동에 대비해 강의자를 2인 1조로 구성했고, 수업을 하는 동안 강의록을 작성해 최종 보고서 작성 시간도 줄일 수 있었습니다. 글자수 388 자 657 Byte"
한국무역보험공사,신입 소프트웨어개발자,"Q3. 새로운 조직, 단체에서 빠르게 적응하기 위해 노력한 경험은 무엇이며, 빠르게 적응할 수 있는 본인만의 효과적인 방법은 무엇인지 기술해 주십시오. 보기","""갈등 관리를 통한 팀 네트워킹"" 기술의 영향과 대응에 관한 팀 과제 당시 팀장은 유학생을 과제에서 소외시키려 해 분위기가 어색해졌고 회의 진행이 어려워 팀장을 설득하기로 했습니다. 우선, 유학생의 참여를 줄이는 이유를 듣고 팀장의 우려를 해소할 수 있는 대안을 찾았습니다. 교내 언어 교환 프로그램을 통해 통역에 도움을 받을 것을 제안했지만, 팀장은 이것만으로 쉽게 의견을 바꾸지 않았습니다. 한국어 번역이 없는 해외 여론이나 정책을 추가하면 1차에서 낮았던 독창성 점수를 보완할 수 있다고 설득했습니다. 도움이 되는 부분을 구체적으로 설명하자 팀원들도 중국어 활용 아이디어를 내기 시작했고 팀장도 의견을 바꾸었습니다. 실질적인 이익을 제시했기에 협력적 분위기를 만들 수 있었던 것 같습니다. 글자수 398 자 683 Byte"
한국무역보험공사,신입 소프트웨어개발자,"Q4. 본인의 한계를 인식하고 이를 극복하기 위해 노력한 경험은 무엇이며, 해당 경험을 통해 깨달은 점은 무엇인지 기술해 주십시오. 보기","소프트웨어 개발 사업 관리 업무를 하면서 개발자에게 프로그래밍 능력만큼 내/외부 협업 능력이 중요함을 배웠습니다. 상대에 따라 사용하는 언어를 달리해야 하고 이를 위해 소프트웨어 외의 공부도 필요함을 배웠습니다. 입사 후 개발이 진행 중인 웹 빌더 제작 사업 관리를 담당하게 되었습니다. 내부 보고를 할 때는 관련 법령과 예산 측면이 중요했고, 개발자와 협의할 때는 JAVA나 웹 프로그래밍 용어를 사용해야 의견 전달이 효율적이었습니다. 법 분야는 처음 접하는 것이었고 C언어 위주로 공부했던 탓에 양쪽 모두 익숙하지 않아 의사교환 시간이 길어지면서 프로젝트 일정이 지연되기 시작했습니다. 매일 아침에는 먼저 나와 관련 법령을 공부하고 경영지원팀 직원을 찾아다니며 예산관리법을 배웠습니다. 퇴근 후에는 C언어로 풀었던 문제를 자바로 코딩해 보면서 문법이나 지향점의 차이를 익혔습니다. 점차 내부 조직과 개발팀 사이의 간극을 매우는 역할을 할 수 있게 되었고, 개발자는 관계 부서에도 대응할 수 있어야 함을 느꼈습니다. 글자수 515 자 889 Byte"
한국무역보험공사,신입 소프트웨어개발자,"Q5. 한국무역보험공사 인재상 4가지(전문인, 국제인, 혁신인, 윤리인) 중에서 본인과 가장 부합하는 인재상과 본인이 가장 보완할 필요가 있다고 판단하는 인재상은 무엇인지, 그 이유를 본인의 경험, 노력 등 구체적인 근거를 들어 기술해 주십시오. 보기","""혁신인"" 문제의 원인에 대한 명확한 분석과 개선을 통해 미래의 문제 발생도 예방한 경험이 있습니다. 신제품 기획 마케팅 공모전을 준비하면서 아이디어 도출과 기획안 작성을 담당했습니다. 팀원들의 조사 자료들을 종합하면서 현장조사 수치가 다른 부분이 종종 있다는 것을 발견했고 재조사를 해야 했습니다. 남은 기일이 짧아 현장조사를 빠르고 정확하게 수행할 방법을 찾았습니다. 먼저, 어떤 이유에서 오류가 발생했는지 검토했습니다. 팀원들의 초안 자료를 확인해 결과 기록 과정에서 실수가 발생한 것을 발견했습니다. 자료를 꼼꼼하게 기록하지 못한 이유도 있지만, 야외에서 조사 결과를 체계적으로 정리하기 어려울 수 있다는 점을 생각했습니다. 그리고 여러 번 자료를 옮기고 정리하는 프로세스 자체도 개선해야겠다고 생각했습니다. 현장조사 결과를 바로 온라인에 입력할 수 있도록 클라우드와 형상관리 환경을 만들어 팀원에게 제공했습니다. 미리 구성된 양식에 조사 즉시 결과를 입력하도록 해서, 시간을 절약하고 실수를 예방할 수 있었으며, 보고서를 실시간 공유하여 서로 실수가 발생한 부분이 있는지 점검할 수 있었습니다. 글자수 563 자 980 Byte"
한국무역보험공사,신입 소프트웨어개발자,"Q6. 본인이 오랜 기간 꾸준히 지켜온 신념은 무엇이며, 그러한 신념을 가지게 된 이유는 무엇인지, 신념을 지키기 위해 어떠한 노력을 해왔으며, 입사 후에는 어떻게 지켜나갈 계획인지 기술해 주십시오. 보기","""지속적인 발전을 통한 신뢰 형성"" 공공주도 사업에서 고객과 신뢰 형성을 위해서는 끊임없는 개선과 발전의 모습을 보여야 한다고 생각합니다. 따라서 공사 직원으로서 전문성을 다지고 문제를 해결하겠습니다. 정보화 사업 관리 업무를 하며 문제를 개선할 때 보람을 느꼈고 직무수행의 원동력이라는 것을 알았습니다. 작은 문제라도 원인을 파고들어 해결할 수 있는 인재가 되고 싶습니다. 글자수 212 자 367 Byte"
한국은행,신입 소프트웨어개발자,"Q1. 회사와 직업을 선택하는 본인만의 기준 2가지를 적고, 그 이유와 함께 한국은행에 지원한 동기를 기술하시오. 보기","사업 관리 시스템에서 설계를 개선해 국민 사용자는 물론 내부 직원들의 업무 편의까지 증진시켰을 때 보람을 느꼈습니다. 그리고 이 과정에서 요구사항 관리가 중요하다고 생각했습니다. 다양한 이해관계자의 요구사항이 있고, 정책을 준수하며 이를 만족시켜야 했기 때문입니다. 이를 위해 IT 지식을 쌓고 있고, 실무 경험을 쌓아 향후에는 정보기술사를 취득할 예정입니다. 여러 이해관계자의 요구사항을 조율해 시스템의 완전성을 높이고 사용자 편의를 증진하는 역할을 하고 싶습니다. 글자수 264 자 458 Byte"
한국은행,신입 소프트웨어개발자,"Q2. 한국은행에서 업무를 수행하기 위해 본인이 자신 있게 내세울 수 있는 역량은 무엇이며, 동 역량을 갖추기 위한 노력 과정과 동 역량이 한국은행의 어떠한 업무에 어떻게 기여할 수 있을지 기술하시오. 보기","문제의 원인에 대한 명확한 분석과 개선을 통해 미래의 문제 발생도 예방한 경험이 있습니다. 신제품 기획 마케팅 공모전을 준비하면서 아이디어 도출과 기획안 작성을 담당했습니다. 팀원들의 조사 자료들을 종합하면서 현장조사 수치가 다른 부분이 종종 있다는 것을 발견했고 재조사를 해야 했습니다. 남은 기일이 짧아 현장조사를 빠르고 정확하게 수행할 방법을 찾았습니다. 먼저, 어떤 이유에서 오류가 발생했는지 검토했습니다. 팀원들의 초안 자료를 확인해 결과 기록 과정에서 실수가 발생한 것을 발견했습니다. 자료를 꼼꼼하게 기록하지 못한 이유도 있지만, 야외에서 조사 결과를 체계적으로 정리하기 어려울 수 있다는 점을 생각했습니다. 그리고 여러 번 자료를 옮기고 정리하는 프로세스 자체도 개선해야겠다고 생각했습니다. 현장조사 결과를 바로 온라인에 입력할 수 있도록 클라우드와 형상관리 환경을 만들어 팀원에게 제공했습니다. 미리 구성된 양식에 조사 즉시 결과를 입력하도록 해서, 시간을 절약하고 실수를 예방할 수 있었으며, 보고서를 실시간 공유하여 서로 실수가 발생한 부분이 있는지 점검할 수 있었습니다. 글자수 556 자 970 Byte"
한국은행,신입 소프트웨어개발자,"Q3. 자신이 가장 중요하다고 생각하는 가치는 무엇이며, 그렇게 생각하는 이유에 대해 기술하시오. 보기","공단 업무 수행 시 개인정보를 지키기 위해 조회가 즉시 불가능한 이유를 설명하고 다른 방법을 안내하며 필요한 절차를 거치도록 도왔습니다. 항상 이런 규정을 준수했고, 보호자들 간에 착오가 생겨 다른 보호자에게 무단으로 증명서를 발급한 것이 아니냐는 문의가 왔을 때 대응할 수 있었습니다. 정해진 규칙을 준수해 공정하게 업무를 수행했고 앞으로도 이런 원칙을 통해 신뢰를 쌓는 직원이 되겠습니다. 글자수 222 자 384 Byte"
한국은행,신입 소프트웨어개발자,"Q4. 타인과의 인간관계, 타인과의 협업 경험 중 가장 힘들었던 사례를 제시하고, 그 원인과 해결 노력 등에 대해 기술하시오. 보기","""갈등 관리를 통한 팀 네트워킹"" 기술의 영향과 대응에 관한 팀 과제 당시 팀장은 유학생을 과제에서 소외시키려 해 분위기가 어색해졌고 회의 진행이 어려워 팀장을 설득하기로 했습니다. 우선, 유학생의 참여를 줄이는 이유를 듣고 팀장의 우려를 해소할 수 있는 대안을 찾았습니다. 교내 언어 교환 프로그램을 통해 통역에 도움을 받을 것을 제안했지만, 팀장은 이것만으로 쉽게 의견을 바꾸지 않았습니다. 한국어 번역이 없는 해외 여론이나 정책을 추가하면 1차에서 낮았던 독창성 점수를 보완할 수 있다고 설득했습니다. 도움이 되는 부분을 구체적으로 설명하자 팀원들도 중국어 활용 아이디어를 내기 시작했고 팀장도 의견을 바꾸었습니다. 실질적인 이익을 제시했기에 협력적 분위기를 만들 수 있었던 것 같습니다. 글자수 399 자 684 Byte"
한국은행,신입 소프트웨어개발자,"Q5. 인생관이나 진로에 가장 큰 영향을 미친 요인을 자신의 경험에 비추어 소개하고, 그로 인해 자신이 어떻게 변화하였는지 기술하시오. 보기","""업무 추진력의 바탕 : 세밀한 기획"" 인문학 교실을 기획하고 운영하는 프로그램 당시, 일정이 바뀌어 인턴십이 겹치고 하차 인원이 생겨 인력, 시간이 부족했고 이를 극복하기 위해 다음과 같이 행동했습니다. 첫째, 진행된 과제 상황을 파악하고 앞으로 해야 할 일과 사용 가능한 시간을 리스트로 만들었습니다. 그리고 우선순위에 따라 시간을 배분한 후 추가적으로 필요한 시간을 확인했습니다. 둘째, 불필요한 업무 프로세스를 개선해 부족한 시간을 확보했습니다. 반복되는 자료와 문서는 형상관리를 이용해 재사용할 수 있도록 했습니다. 셋째, 또 다른 일정 변동에 대비해 강의자를 2인 1조로 구성했고, 수업을 하는 동안 강의록을 작성해 최종 보고서 작성 시간도 줄일 수 있었습니다. 글자수 390 자 659 Byte"
